"","site_id","survey_date","pit_tag_id","sex"
"1",54188,"2021-06-28",982126058790718,0
"2",54188,"2021-06-28",982126058790820,0
"3",54188,"2021-06-28",982126058790827,1
"4",54188,"2021-06-28",982126058790853,1
"5",54188,"2021-06-28",982126058790867,0
"6",54188,"2021-06-28",982126058790892,1
"7",54188,"2021-06-28",982126058790942,0
"8",54188,"2021-06-28",982126058790957,0
"9",54188,"2021-06-28",982126058790961,0
"10",54188,"2021-06-28",982126058790965,0
"11",54188,"2021-06-28",982126058790985,1
"12",54188,"2021-06-28",982126058790991,1
"13",54188,"2021-06-28",982126058791011,0
"14",54188,"2021-06-28",982126058791017,1
"15",54188,"2021-06-28",982126058791032,1
"16",54188,"2021-06-28",982126058791040,0
"17",54188,"2021-06-28",982126058791065,0
"18",54188,"2021-06-28",982126058791085,0
"19",54188,"2021-06-28",982126058791131,1
"20",54188,"2021-06-29",982126058790666,0
"21",54188,"2021-06-29",982126058790760,0
"22",54188,"2021-06-29",982126058790762,1
"23",54188,"2021-06-29",982126058790806,1
"24",54188,"2021-06-29",982126058790892,1
"25",54188,"2021-06-29",982126058790963,1
"26",54188,"2021-06-29",982126058790972,1
"27",54188,"2021-06-29",982126058790987,0
"28",54188,"2021-06-29",982126058790998,0
"29",54188,"2021-06-29",982126058791011,0
"30",54188,"2021-06-29",982126058791013,1
"31",54188,"2021-06-29",982126058791026,0
"32",54188,"2021-06-29",982126058791030,0
"33",54188,"2021-06-29",982126058791043,1
"34",54188,"2021-08-29",982091064358029,0
"35",54188,"2021-08-29",982091064358044,0
"36",54188,"2021-08-29",982091064358049,0
"37",54188,"2021-08-29",982091064358065,1
"38",54188,"2021-08-29",982091064358068,0
"39",54188,"2021-08-29",982091064358094,0
"40",54188,"2021-08-29",982126058791159,1
"41",54188,"2021-08-29",982126058791168,0
"42",54188,"2021-08-29",982126058791181,1
"43",54188,"2021-08-29",982126058791229,1
"44",54188,"2021-08-29",982126058791255,0
"45",54188,"2021-08-30",982091064358014,1
"46",54188,"2021-08-30",982091064358049,0
"47",54188,"2021-08-30",982091064358051,0
"48",54188,"2021-08-30",982091064358061,1
"49",54188,"2021-08-30",982091064358075,0
"50",54188,"2021-08-30",982091064358120,0
"51",54188,"2021-08-30",982091064358121,0
"52",54188,"2021-08-30",982091064358150,0
"53",54188,"2021-08-30",982091064358157,0
"54",54188,"2021-08-30",982091064358160,0
"55",54188,"2021-08-30",982091064358197,0
"56",54188,"2021-08-30",982091064358260,1
"57",54188,"2021-08-30",982126058790864,0
"58",54188,"2021-08-30",982126058790957,0
"59",54188,"2021-08-30",982126058790965,0
"60",54188,"2021-08-30",982126058790969,0
"61",54188,"2021-08-30",982126058790987,0
"62",54188,"2021-08-30",982126058791009,1
"63",54188,"2021-08-30",982126058791032,1
"64",54188,"2021-08-30",982126058791082,0
"65",54188,"2021-08-30",982126058791116,0
"66",54188,"2021-08-30",982126058791147,0
"67",54188,"2021-08-30",982126058791151,0
"68",54188,"2021-08-30",982126058791159,1
"69",54188,"2021-08-30",982126058791190,1
"70",54188,"2021-08-30",982126058791198,0
"71",54188,"2021-08-30",982126058791200,0
"72",54188,"2021-08-30",982126058791287,0
"73",54188,"2021-08-31",982091064358029,0
"74",54188,"2021-08-31",982091064358075,0
"75",54188,"2021-08-31",982091064358133,1
"76",54188,"2021-08-31",982091064358134,0
"77",54188,"2021-08-31",982091064358207,1
"78",54188,"2021-08-31",982091064358260,1
"79",54188,"2021-08-31",982126058790889,0
"80",54188,"2021-08-31",982126058790960,0
"81",54188,"2021-08-31",982126058791009,1
"82",54188,"2021-08-31",982126058791032,1
"83",54188,"2021-08-31",982126058791043,1
"84",54188,"2021-08-31",982126058791060,1
"85",54188,"2021-08-31",982126058791074,0
"86",54188,"2021-08-31",982126058791080,0
"87",54188,"2021-08-31",982126058791116,0
"88",54188,"2021-08-31",982126058791144,1
"89",54188,"2021-08-31",982126058791159,1
"90",54188,"2021-08-31",982126058791168,0
"91",54188,"2021-08-31",982126058791200,0
"92",54188,"2021-08-31",982126058791255,0
"93",54188,"2022-08-20",900043000144937,0
"94",54188,"2022-08-20",982091064358207,1
"95",54188,"2022-08-20",982091064358217,0
"96",54188,"2022-08-20",982091064358225,1
"97",54188,"2022-08-20",982091064358242,0
"98",54188,"2022-08-20",982091064358270,0
"99",54188,"2022-08-20",982091064358290,0
"100",54188,"2022-08-20",982091064358291,1
"101",54188,"2022-08-20",982126058791200,0
"102",54188,"2022-08-20",982126058791206,0
"103",54188,"2022-08-20",982126058791279,1
"104",54188,"2022-08-20",982126058791339,1
"105",54188,"2022-08-21",900043000236638,1
"106",54188,"2022-08-21",900043000236666,0
"107",54188,"2022-08-21",900043000236694,1
"108",54188,"2022-08-21",982091064358029,0
"109",54188,"2022-08-21",982091064358038,1
"110",54188,"2022-08-21",982091064358061,1
"111",54188,"2022-08-21",982091064358067,1
"112",54188,"2022-08-21",982091064358098,1
"113",54188,"2022-08-21",982091064358117,1
"114",54188,"2022-08-21",982091064358133,1
"115",54188,"2022-08-21",982091064358138,1
"116",54188,"2022-08-21",982091064358205,1
"117",54188,"2022-08-21",982091064358217,0
"118",54188,"2022-08-21",982091064358238,1
"119",54188,"2022-08-21",982091064358242,0
"120",54188,"2022-08-21",982091064358281,1
"121",54188,"2022-08-21",982126058790965,0
"122",54188,"2022-08-21",982126058791011,0
"123",54188,"2022-08-21",982126058791015,1
"124",54188,"2022-08-21",982126058791032,1
"125",54188,"2022-08-21",982126058791168,0
"126",54188,"2022-08-21",982126058791190,1
"127",54188,"2022-08-21",982126058791200,0
"128",54188,"2022-08-21",982126058791206,0
"129",54188,"2022-08-22",900043000236601,0
"130",54188,"2022-08-22",900043000236603,1
"131",54188,"2022-08-22",900043000236625,0
"132",54188,"2022-08-22",900043000236626,1
"133",54188,"2022-08-22",900043000236628,0
"134",54188,"2022-08-22",900043000236638,1
"135",54188,"2022-08-22",900043000236642,1
"136",54188,"2022-08-22",900043000236651,1
"137",54188,"2022-08-22",900043000236657,1
"138",54188,"2022-08-22",900043000236660,0
"139",54188,"2022-08-22",900043000236666,0
"140",54188,"2022-08-22",900043000236680,0
"141",54188,"2022-08-22",900043000236681,1
"142",54188,"2022-08-22",900043000236684,0
"143",54188,"2022-08-22",900043000236692,1
"144",54188,"2022-08-22",900043000236699,1
"145",54188,"2022-08-22",982091064358038,1
"146",54188,"2022-08-22",982091064358044,0
"147",54188,"2022-08-22",982091064358094,0
"148",54188,"2022-08-22",982091064358098,1
"149",54188,"2022-08-22",982091064358197,0
"150",54188,"2022-08-22",982091064358207,1
"151",54188,"2022-08-22",982091064358237,0
"152",54188,"2022-08-22",982091064358253,0
"153",54188,"2022-08-22",982091064358265,1
"154",54188,"2022-08-22",982091064358270,0
"155",54188,"2022-08-22",982091064358281,1
"156",54188,"2022-08-22",982091064358302,0
"157",54188,"2022-08-22",982126058790760,0
"158",54188,"2022-08-22",982126058790892,1
"159",54188,"2022-08-22",982126058790965,0
"160",54188,"2022-08-22",982126058791030,0
"161",54188,"2022-08-22",982126058791168,0
"162",54188,"2023-09-05",900043000144937,0
"163",54188,"2023-09-05",900043000236603,1
"164",54188,"2023-09-05",900043000236625,0
"165",54188,"2023-09-05",900043000262901,1
"166",54188,"2023-09-05",900043000262904,1
"167",54188,"2023-09-05",900043000262905,1
"168",54188,"2023-09-05",900043000262929,1
"169",54188,"2023-09-05",900043000262959,0
"170",54188,"2023-09-05",900043000262962,1
"171",54188,"2023-09-05",900043000262974,0
"172",54188,"2023-09-05",900043000262978,0
"173",54188,"2023-09-05",900043000262993,0
"174",54188,"2023-09-05",900043000263068,0
"175",54188,"2023-09-05",900043000263099,1
"176",54188,"2023-09-05",982091064358067,1
"177",54188,"2023-09-05",982091064358260,1
"178",54188,"2023-09-05",982126058791040,0
"179",54188,"2023-09-05",982126058791200,0
"180",54188,"2023-09-06",900043000236516,0
"181",54188,"2023-09-06",900043000236517,1
"182",54188,"2023-09-06",900043000236523,0
"183",54188,"2023-09-06",900043000236525,0
"184",54188,"2023-09-06",900043000236530,1
"185",54188,"2023-09-06",900043000236534,1
"186",54188,"2023-09-06",900043000236549,1
"187",54188,"2023-09-06",900043000236552,0
"188",54188,"2023-09-06",900043000236574,0
"189",54188,"2023-09-06",900043000236584,0
"190",54188,"2023-09-06",900043000236585,0
"191",54188,"2023-09-06",900043000236586,1
"192",54188,"2023-09-06",900043000236594,1
"193",54188,"2023-09-06",900043000236598,0
"194",54188,"2023-09-06",900043000236603,1
"195",54188,"2023-09-06",900043000236657,1
"196",54188,"2023-09-06",900043000236684,0
"197",54188,"2023-09-06",900043000236699,1
"198",54188,"2023-09-06",900043000262904,1
"199",54188,"2023-09-06",900043000262905,1
"200",54188,"2023-09-06",900043000262959,0
"201",54188,"2023-09-06",982091064358044,0
"202",54188,"2023-09-06",982091064358061,1
"203",54188,"2023-09-06",982091064358117,1
"204",54188,"2023-09-06",982091064358237,0
"205",54188,"2023-09-06",982091064358242,0
"206",54188,"2023-09-06",982091064358270,0
"207",54188,"2023-09-06",982091064358281,1
"208",54188,"2023-09-06",982091064358302,0
"209",54188,"2023-09-06",982126058790760,0
"210",54188,"2023-09-06",982126058790892,1
"211",54188,"2023-09-06",982126058790942,0
"212",54188,"2023-09-06",982126058791030,0
"213",54188,"2023-09-06",982126058791200,0
"214",54188,"2023-09-07",900043000236517,1
"215",54188,"2023-09-07",900043000236530,1
"216",54188,"2023-09-07",900043000236549,1
"217",54188,"2023-09-07",900043000236552,0
"218",54188,"2023-09-07",900043000236603,1
"219",54188,"2023-09-07",900043000262900,1
"220",54188,"2023-09-07",900043000262901,1
"221",54188,"2023-09-07",900043000262905,1
"222",54188,"2023-09-07",900043000262911,0
"223",54188,"2023-09-07",900043000262913,0
"224",54188,"2023-09-07",900043000262917,1
"225",54188,"2023-09-07",900043000262919,0
"226",54188,"2023-09-07",900043000262931,0
"227",54188,"2023-09-07",900043000262935,1
"228",54188,"2023-09-07",900043000262938,1
"229",54188,"2023-09-07",900043000262945,1
"230",54188,"2023-09-07",900043000262955,1
"231",54188,"2023-09-07",900043000262957,0
"232",54188,"2023-09-07",900043000262958,0
"233",54188,"2023-09-07",900043000262965,1
"234",54188,"2023-09-07",900043000262969,1
"235",54188,"2023-09-07",900043000262992,0
"236",54188,"2023-09-07",900043000262993,0
"237",54188,"2023-09-07",900043000262999,0
"238",54188,"2023-09-07",900043000263068,0
"239",54188,"2023-09-07",900043000263099,1
"240",54188,"2023-09-07",982091064358067,1
"241",54188,"2023-09-07",982091064358098,1
"242",54188,"2023-09-07",982091064358133,1
"243",54188,"2023-09-07",982091064358237,0
"244",54188,"2023-09-07",982091064358260,1
"245",54188,"2023-09-07",982091064358302,0
"246",54188,"2023-09-07",982126058790957,0
"247",54188,"2023-09-07",982126058791011,0
"248",54188,"2023-09-07",982126058791159,1
"249",54188,"2024-07-29",900043000236517,1
"250",54188,"2024-07-29",900043000236523,0
"251",54188,"2024-07-29",900043000236534,1
"252",54188,"2024-07-29",900043000236549,1
"253",54188,"2024-07-29",900043000236660,0
"254",54188,"2024-07-29",900043000236684,0
"255",54188,"2024-07-29",900043000236699,1
"256",54188,"2024-07-29",900043000262945,1
"257",54188,"2024-07-29",900043000263047,0
"258",54188,"2024-07-29",900043000263087,1
"259",54188,"2024-07-29",900043000263103,1
"260",54188,"2024-07-29",900043000263120,0
"261",54188,"2024-07-29",900043000263121,0
"262",54188,"2024-07-29",900043000263150,1
"263",54188,"2024-07-29",900043000263151,0
"264",54188,"2024-07-29",900043000263154,0
"265",54188,"2024-07-29",900043000263185,0
"266",54188,"2024-07-29",900043000263187,1
"267",54188,"2024-07-29",900043000263197,0
"268",54188,"2024-07-29",982091064358029,0
"269",54188,"2024-07-29",982091064358117,1
"270",54188,"2024-07-29",982091064358225,1
"271",54188,"2024-07-29",982091064358237,0
"272",54188,"2024-07-29",982091064358242,0
"273",54188,"2024-07-29",982091064358281,1
"274",54188,"2024-07-29",982091077394667,0
"275",54188,"2024-07-29",982091077394668,1
"276",54188,"2024-07-29",982091077394669,0
"277",54188,"2024-07-29",982091077394674,0
"278",54188,"2024-07-29",982091077394699,0
"279",54188,"2024-07-29",982091077394701,1
"280",54188,"2024-07-29",982091077394702,1
"281",54188,"2024-07-29",982091077394706,0
"282",54188,"2024-07-29",982091077394726,0
"283",54188,"2024-07-29",982091077394731,0
"284",54188,"2024-07-29",982091077394736,1
"285",54188,"2024-07-29",982091077394749,0
"286",54188,"2024-07-29",982126058790760,0
"287",54188,"2024-07-29",982126058790853,1
"288",54188,"2024-07-29",982126058790892,1
"289",54188,"2024-07-29",982126058790987,0
"290",54188,"2024-07-29",982126058791011,0
"291",54188,"2024-07-29",982126058791030,0
"292",54188,"2024-07-29",982126058791116,0
"293",54188,"2024-07-29",982126058791159,1
"294",54188,"2024-07-29",982126058791229,1
"295",54188,"2024-07-29",982126058791339,1
"296",54188,"2024-07-30",900043000236516,0
"297",54188,"2024-07-30",900043000236517,1
"298",54188,"2024-07-30",900043000236530,1
"299",54188,"2024-07-30",900043000236534,1
"300",54188,"2024-07-30",900043000236549,1
"301",54188,"2024-07-30",900043000236626,1
"302",54188,"2024-07-30",900043000236657,1
"303",54188,"2024-07-30",900043000236681,1
"304",54188,"2024-07-30",900043000236684,0
"305",54188,"2024-07-30",900043000236692,1
"306",54188,"2024-07-30",900043000262901,1
"307",54188,"2024-07-30",900043000262911,0
"308",54188,"2024-07-30",900043000262931,0
"309",54188,"2024-07-30",900043000262959,0
"310",54188,"2024-07-30",900043000263047,0
"311",54188,"2024-07-30",900043000263053,1
"312",54188,"2024-07-30",900043000263068,0
"313",54188,"2024-07-30",900043000263102,1
"314",54188,"2024-07-30",900043000263108,0
"315",54188,"2024-07-30",900043000263109,0
"316",54188,"2024-07-30",900043000263112,1
"317",54188,"2024-07-30",900043000263116,1
"318",54188,"2024-07-30",900043000263119,0
"319",54188,"2024-07-30",900043000263122,0
"320",54188,"2024-07-30",900043000263161,0
"321",54188,"2024-07-30",900043000263162,0
"322",54188,"2024-07-30",900043000263167,0
"323",54188,"2024-07-30",900043000263182,1
"324",54188,"2024-07-30",900043000263189,0
"325",54188,"2024-07-30",982091064358014,1
"326",54188,"2024-07-30",982091064358061,1
"327",54188,"2024-07-30",982091064358117,1
"328",54188,"2024-07-30",982091064358197,0
"329",54188,"2024-07-30",982091064358207,1
"330",54188,"2024-07-30",982091064358217,0
"331",54188,"2024-07-30",982091064358225,1
"332",54188,"2024-07-30",982091064358253,0
"333",54188,"2024-07-30",982091064358260,1
"334",54188,"2024-07-30",982091064358281,1
"335",54188,"2024-07-30",982091077394567,0
"336",54188,"2024-07-30",982091077394573,1
"337",54188,"2024-07-30",982091077394579,0
"338",54188,"2024-07-30",982091077394586,0
"339",54188,"2024-07-30",982091077394599,0
"340",54188,"2024-07-30",982091077394606,0
"341",54188,"2024-07-30",982091077394612,1
"342",54188,"2024-07-30",982091077394625,1
"343",54188,"2024-07-30",982091077394630,0
"344",54188,"2024-07-30",982091077394647,0
"345",54188,"2024-07-30",982091077394649,1
"346",54188,"2024-07-30",982091077394655,0
"347",54188,"2024-07-30",982091077394667,0
"348",54188,"2024-07-30",982091077394668,1
"349",54188,"2024-07-30",982091077394669,0
"350",54188,"2024-07-30",982091077394699,0
"351",54188,"2024-07-30",982091077394702,1
"352",54188,"2024-07-30",982091077394731,0
"353",54188,"2024-07-30",982091077394749,0
"354",54188,"2024-07-30",982126058790965,0
"355",54188,"2024-07-30",982126058791011,0
"356",54188,"2024-07-30",982126058791030,0
"357",54188,"2024-07-30",982126058791074,0
"358",54188,"2024-07-30",982126058791147,0
"359",54188,"2024-07-30",982126058791159,1
"360",54188,"2024-07-30",982126058791168,0
"361",54188,"2024-07-30",982126058791339,1
"362",54188,"2024-07-31",900043000144532,0
"363",54188,"2024-07-31",900043000144539,1
"364",54188,"2024-07-31",900043000144574,1
"365",54188,"2024-07-31",900043000236516,0
"366",54188,"2024-07-31",900043000236517,1
"367",54188,"2024-07-31",900043000236523,0
"368",54188,"2024-07-31",900043000236525,0
"369",54188,"2024-07-31",900043000236530,1
"370",54188,"2024-07-31",900043000236534,1
"371",54188,"2024-07-31",900043000236549,1
"372",54188,"2024-07-31",900043000236574,0
"373",54188,"2024-07-31",900043000236584,0
"374",54188,"2024-07-31",900043000236601,0
"375",54188,"2024-07-31",900043000236603,1
"376",54188,"2024-07-31",900043000236625,0
"377",54188,"2024-07-31",900043000236626,1
"378",54188,"2024-07-31",900043000236657,1
"379",54188,"2024-07-31",900043000236660,0
"380",54188,"2024-07-31",900043000236684,0
"381",54188,"2024-07-31",900043000236694,1
"382",54188,"2024-07-31",900043000262911,0
"383",54188,"2024-07-31",900043000262913,0
"384",54188,"2024-07-31",900043000262919,0
"385",54188,"2024-07-31",900043000262931,0
"386",54188,"2024-07-31",900043000262955,1
"387",54188,"2024-07-31",900043000262957,0
"388",54188,"2024-07-31",900043000262978,0
"389",54188,"2024-07-31",900043000262992,0
"390",54188,"2024-07-31",900043000263005,0
"391",54188,"2024-07-31",900043000263008,0
"392",54188,"2024-07-31",900043000263022,1
"393",54188,"2024-07-31",900043000263034,1
"394",54188,"2024-07-31",900043000263037,1
"395",54188,"2024-07-31",900043000263038,0
"396",54188,"2024-07-31",900043000263047,0
"397",54188,"2024-07-31",900043000263066,1
"398",54188,"2024-07-31",900043000263068,0
"399",54188,"2024-07-31",900043000263071,1
"400",54188,"2024-07-31",900043000263074,0
"401",54188,"2024-07-31",900043000263087,1
"402",54188,"2024-07-31",900043000263088,1
"403",54188,"2024-07-31",900043000263092,1
"404",54188,"2024-07-31",900043000263097,1
"405",54188,"2024-07-31",900043000263099,1
"406",54188,"2024-07-31",900043000263102,1
"407",54188,"2024-07-31",900043000263150,1
"408",54188,"2024-07-31",900043000263182,1
"409",54188,"2024-07-31",900043000263189,0
"410",54188,"2024-07-31",982091064358065,1
"411",54188,"2024-07-31",982091064358157,0
"412",54188,"2024-07-31",982091064358207,1
"413",54188,"2024-07-31",982091064358253,0
"414",54188,"2024-07-31",982091064358260,1
"415",54188,"2024-07-31",982091064358281,1
"416",54188,"2024-07-31",982091077394562,0
"417",54188,"2024-07-31",982091077394573,1
"418",54188,"2024-07-31",982091077394574,1
"419",54188,"2024-07-31",982091077394586,0
"420",54188,"2024-07-31",982091077394599,0
"421",54188,"2024-07-31",982091077394602,1
"422",54188,"2024-07-31",982091077394603,0
"423",54188,"2024-07-31",982091077394606,0
"424",54188,"2024-07-31",982091077394619,0
"425",54188,"2024-07-31",982091077394621,0
"426",54188,"2024-07-31",982091077394622,1
"427",54188,"2024-07-31",982091077394626,1
"428",54188,"2024-07-31",982091077394645,1
"429",54188,"2024-07-31",982091077394647,0
"430",54188,"2024-07-31",982091077394652,0
"431",54188,"2024-07-31",982091077394668,1
"432",54188,"2024-07-31",982091077394674,0
"433",54188,"2024-07-31",982091077394689,1
"434",54188,"2024-07-31",982091077394706,0
"435",54188,"2024-07-31",982091077394713,1
"436",54188,"2024-07-31",982091077394716,0
"437",54188,"2024-07-31",982091077394726,0
"438",54188,"2024-07-31",982091077394731,0
"439",54188,"2024-07-31",982091077394736,1
"440",54188,"2024-07-31",982091077394739,1
"441",54188,"2024-07-31",982091077394749,0
"442",54188,"2024-07-31",982091077394757,1
"443",54188,"2024-07-31",982126058790760,0
"444",54188,"2024-07-31",982126058790987,0
"445",54188,"2024-07-31",982126058791011,0
"446",54188,"2024-07-31",982126058791030,0
"447",54188,"2024-07-31",982126058791032,1
"448",54188,"2024-07-31",982126058791159,1
"449",54188,"2024-07-31",982126058791168,0
"450",54188,"2024-07-31",982126058791200,0
"451",54188,"2024-07-31",982126058791339,1
